Date,Carsten,Yakunai,Nanu
15/127,17.6,17.6,26.3
16/127,17.0,17.0,24.5
17/127,15.8,15.8,23.7
18/127,13.6,13.6,23.6
19/127,10.2,10.2,23.9
20/127,10.0,10.0,23.0
21/127,9.9,9.9,22.0
22/127,7.9,7.9,21.0
23/127,9.0,9.0,19.5
24/127,9.3,9.3,21.0
25/127,14.1,14.1,22.1
26/127,13.8,13.8,22.7
27/127,13.5,13.5,22.8
28/127,14.8,14.8,24.3
01/128,17.4,17.4,22.9
02/128,18.0,18.0,25.3
03/128,20.7,20.7,27.2
04/128,21.9,21.9,29.4
05/128,23.6,23.6,30.0
06/128,24.2,24.2,29.5
07/128,26.1,26.1,30.1
08/128,28.1,28.1,29.1
09/128,24.5,24.5,30.3
10/128,24.8,24.8,27.9
11/128,24.2,24.2,27.5
12/128,20.1,20.1,25.4
13/128,19.8,19.8,22.5
14/128,19.0,19.0,22.0
15/128,17.6,17.6,22.0
16/128,18.7,18.7,20.4
17/128,16.4,16.4,19.6
18/128,15.6,15.6,18.6
19/128,15.5,15.5,18.3
20/128,13.5,13.5,16.9
21/128,8.2,8.2,16.3
22/128,7.1,7.1,15.3
23/128,4.3,4.3,16.6
24/128,6.8,6.8,18.9
25/128,9.1,9.1,19.8
26/128,13.0,13.0,21.4
27/128,13.5,13.5,23.4
28/128,15.9,15.9,22.5
01/129,14.9,14.9,24.7
02/129,17.8,17.8,26.7
03/129,21.5,21.5,28.1
04/129,25.0,25.0,30.1
05/129,26.0,26.0,32.6
06/129,28.5,28.5,33.9
07/129,27.5,27.5,33.8
08/129,26.3,26.3,32.6
09/129,27.9,27.9,33.9
10/129,25.3,25.3,32.6
11/129,25.1,25.1,31.8
12/129,24.3,24.3,30.4
13/129,24.8,24.8,28.9
14/129,22.2,22.2,27.5
15/129,19.8,19.8,25.9
16/129,15.0,15.0,26.9
17/129,16.2,16.2,27.0
18/129,15.1,15.1,25.2
19/129,12.8,12.8,23.1
20/129,8.6,8.6,22.5
21/129,4.8,4.8,22.5
22/129,4.9,4.9,20.7
23/129,6.4,6.4,20.2
24/129,10.2,10.2,19.4
25/129,11.1,11.1,21.3
26/129,12.6,12.6,21.1
27/129,15.2,15.2,22.4
28/129,17.3,17.3,26.0
01/130,20.3,20.3,24.8
02/130,20.5,20.5,24.3
03/130,24.6,24.6,26.4
04/130,23.6,23.6,26.2
05/130,23.2,23.2,29.3
06/130,23.4,23.4,29.7
07/130,25.3,25.3,29.8
08/130,26.3,26.3,30.2
09/130,26.1,26.1,30.0
10/130,23.6,23.6,26.7
11/130,22.2,22.2,26.6
12/130,23.2,23.2,27.3
13/130,20.3,20.3,26.5
14/130,18.4,18.4,24.6
15/130,20.0,20.0,23.2
16/130,16.8,16.8,22.8
17/130,18.9,18.9,23.8
18/130,14.7,14.7,22.5
19/130,12.0,12.0,22.2
20/130,11.7,11.7,19.8
21/130,9.4,9.4,20.5
22/130,8.9,8.9,21.2
23/130,10.9,10.9,20.4
24/130,12.1,12.1,20.2
25/130,13.4,13.4,21.4
26/130,13.4,13.4,24.4
27/130,15.4,15.4,26.3
28/130,15.4,15.4,26.1
01/131,15.4,15.4,26.5
02/131,18.6,18.6,25.6
03/131,24.7,24.7,28.2
04/131,23.9,23.9,29.3
05/131,25.4,25.4,31.8
06/131,25.8,25.8,31.2
07/131,25.4,25.4,31.4
08/131,26.0,26.0,30.0
09/131,24.1,24.1,28.1
10/131,25.2,25.2,26.8
11/131,25.1,25.1,25.4
12/131,20.4,20.4,26.9
13/131,20.1,20.1,26.3
14/131,20.3,20.3,24.1
15/131,16.2,16.2,22.5
16/131,15.6,15.6,22.9
17/131,15.8,15.8,17.6
18/131,14.8,14.8,18.4
19/131,13.7,13.7,17.6
20/131,12.4,12.4,16.3
21/131,10.7,10.7,16.9
22/131,11.1,11.1,14.5
23/131,8.8,8.8,14.6
24/131,7.6,7.6,13.4
25/131,9.4,9.4,14.2
26/131,11.6,11.6,16.9
27/131,14.2,14.2,16.2
28/131,19.1,19.1,20.0
01/132,17.3,17.3,20.8
02/132,19.9,19.9,23.5
03/132,22.2,22.2,25.4
04/132,23.6,23.6,25.0
05/132,26.1,26.1,25.5
06/132,29.2,29.2,27.2
07/132,28.4,28.4,29.4
08/132,28.3,28.3,29.7
09/132,28.7,28.7,29.1
10/132,24.2,24.2,28.9
11/132,21.7,21.7,29.5
12/132,19.1,19.1,28.2
13/132,18.9,18.9,27.2
14/132,16.7,16.7,28.2
15/132,14.9,14.9,27.0
16/132,16.0,16.0,24.6
17/132,12.4,12.4,24.6
18/132,10.4,10.4,22.6
19/132,10.3,10.3,22.3
20/132,6.1,6.1,21.2
21/132,7.2,7.2,20.8
22/132,5.8,5.8,19.2
23/132,5.1,5.1,19.4
24/132,3.6,3.6,20.3
25/132,4.8,4.8,20.5
26/132,9.6,9.6,20.1
27/132,11.5,11.5,21.3
28/132,12.8,12.8,20.4
01/133,14.3,14.3,21.0
02/133,17.3,17.3,24.3
03/133,18.4,18.4,26.0
04/133,21.5,21.5,26.2
05/133,23.0,23.0,26.3
06/133,24.3,24.3,27.5
07/133,25.7,25.7,27.7
08/133,29.1,29.1,30.2
09/133,28.1,28.1,27.6
10/133,27.8,27.8,26.1
11/133,25.2,25.2,23.6
12/133,23.8,23.8,25.1
13/133,21.0,21.0,25.6
14/133,18.5,18.5,24.1
15/133,18.4,18.4,22.5
16/133,17.0,17.0,20.7
17/133,14.9,14.9,19.9
18/133,16.8,16.8,20.9
19/133,15.7,15.7,19.6
20/133,13.7,13.7,18.8
21/133,13.5,13.5,19.2
22/133,7.9,7.9,21.0
23/133,8.5,8.5,20.7
24/133,11.0,11.0,21.2
25/133,16.5,16.5,22.1
26/133,16.5,16.5,24.9
27/133,16.5,16.5,28.2
28/133,18.1,18.1,28.5
01/134,16.9,16.9,27.3
02/134,19.1,19.1,28.3
03/134,23.3,23.3,31.6
04/134,25.6,25.6,32.5
05/134,27.5,27.5,33.5
06/134,26.1,26.1,35.1
07/134,29.2,29.2,35.1
08/134,29.5,29.5,34.6
09/134,26.1,26.1,36.3
10/134,24.6,24.6,34.7
11/134,25.0,25.0,31.8
12/134,25.2,25.2,30.0
13/134,22.8,22.8,28.7
14/134,21.3,21.3,27.3
15/134,21.9,21.9,26.2
16/134,20.3,20.3,25.8
17/134,20.0,20.0,22.5
18/134,17.4,17.4,22.1
19/134,13.6,13.6,20.9
20/134,11.4,11.4,21.0
21/134,12.7,12.7,22.3
22/134,12.3,12.3,20.1
23/134,11.5,11.5,18.8
24/134,9.0,9.0,20.9
25/134,15.2,15.2,21.2
26/134,16.0,16.0,20.9
27/134,17.2,17.2,22.9
28/134,18.4,18.4,23.0
01/135,21.0,21.0,23.6
02/135,23.8,23.8,25.3
03/135,26.0,26.0,26.3
04/135,28.3,28.3,28.7
05/135,29.1,29.1,30.2
06/135,30.4,30.4,31.0
07/135,31.1,31.1,32.0
08/135,30.8,30.8,33.0
09/135,27.6,27.6,33.7
10/135,27.9,27.9,32.9
11/135,25.8,25.8,32.0
12/135,25.5,25.5,32.1
13/135,24.5,24.5,31.6
14/135,22.8,22.8,32.8
15/135,19.3,19.3,30.0
16/135,17.3,17.3,30.2
17/135,15.4,15.4,30.0
18/135,13.4,13.4,26.3
19/135,10.0,10.0,26.9
20/135,8.5,8.5,25.1
21/135,7.5,7.5,25.4
22/135,4.7,4.7,24.2
23/135,4.3,4.3,25.0
24/135,5.7,5.7,24.1
25/135,7.5,7.5,24.9
26/135,10.8,10.8,24.1
27/135,12.6,12.6,25.2
28/135,13.7,13.7,25.6
01/136,15.3,15.3,26.0
02/136,17.3,17.3,26.7
03/136,19.2,19.2,28.9
04/136,25.5,25.5,29.1
05/136,27.5,27.5,29.7
06/136,28.1,28.1,30.2
07/136,26.8,26.8,29.1
08/136,26.9,26.9,28.9
09/136,28.6,28.6,29.1
10/136,27.8,27.8,26.6
11/136,24.7,24.7,25.8
12/136,26.6,26.6,25.5
13/136,22.2,22.2,23.6
14/136,19.3,19.3,21.9
15/136,18.0,18.0,22.9
16/136,17.0,17.0,21.8
17/136,15.8,15.8,20.8
18/136,13.7,13.7,19.5
19/136,13.3,13.3,18.7
20/136,9.9,9.9,16.1
21/136,7.8,7.8,16.0
22/136,9.8,9.8,18.3
23/136,10.2,10.2,18.3
24/136,10.1,10.1,20.7
25/136,11.6,11.6,20.9
26/136,12.9,12.9,22.6
27/136,15.2,15.2,23.0
28/136,18.1,18.1,25.3
01/137,17.7,17.7,25.0
02/137,21.0,21.0,27.6
03/137,20.1,20.1,27.4
04/137,22.6,22.6,30.8
05/137,24.0,24.0,30.2
06/137,28.4,28.4,29.6
07/137,29.5,29.5,31.4
08/137,26.4,26.4,30.8
09/137,25.4,25.4,32.2
10/137,24.2,24.2,32.0
11/137,19.4,19.4,30.2
12/137,17.6,17.6,28.2
13/137,16.1,16.1,28.2
14/137,15.5,15.5,25.8
15/137,17.4,17.4,23.4
16/137,14.9,14.9,23.1
17/137,14.9,14.9,21.8
18/137,14.7,14.7,20.9
19/137,14.0,14.0,19.5
20/137,10.5,10.5,17.5
21/137,7.5,7.5,18.5
22/137,6.3,6.3,16.5
23/137,5.0,5.0,15.9
24/137,5.6,5.6,16.2
25/137,11.0,11.0,17.8
26/137,8.2,8.2,18.5
27/137,12.7,12.7,18.1
28/137,14.5,14.5,19.5
01/138,17.3,17.3,20.5
02/138,17.7,17.7,22.5
03/138,21.8,21.8,23.8
04/138,25.0,25.0,26.1
05/138,27.7,27.7,27.4
06/138,28.1,28.1,26.3
07/138,29.3,29.3,27.1
08/138,25.7,25.7,28.4
09/138,26.5,26.5,27.6
10/138,23.8,23.8,28.4
11/138,22.3,22.3,29.1
12/138,22.1,22.1,29.2
13/138,18.3,18.3,27.1
14/138,18.8,18.8,28.0
15/138,19.1,19.1,28.8
16/138,18.9,18.9,27.4
17/138,16.6,16.6,26.4
18/138,12.9,12.9,24.1
19/138,11.3,11.3,22.8
20/138,10.6,10.6,22.3
21/138,7.8,7.8,22.9
22/138,6.6,6.6,22.6
23/138,7.4,7.4,21.8
24/138,9.2,9.2,22.7
25/138,9.8,9.8,23.6
26/138,11.5,11.5,23.4
27/138,15.0,15.0,23.5
28/138,17.4,17.4,27.0
01/139,20.6,20.6,29.0
02/139,18.2,18.2,28.7
03/139,20.4,20.4,28.2
04/139,24.3,24.3,29.6
05/139,21.9,21.9,29.6
06/139,26.6,26.6,29.4
07/139,29.5,29.5,29.4
08/139,29.2,29.2,29.2
09/139,26.6,26.6,29.7
10/139,26.3,26.3,28.1
11/139,23.8,23.8,27.9
12/139,24.8,24.8,26.2
13/139,24.5,24.5,26.4
14/139,21.7,21.7,24.9
15/139,21.0,21.0,24.1
16/139,20.1,20.1,22.1
17/139,19.2,19.2,20.8
18/139,17.0,17.0,20.5
19/139,14.2,14.2,19.9
20/139,12.7,12.7,17.3
21/139,11.3,11.3,17.6
22/139,9.0,9.0,17.5
23/139,8.7,8.7,17.7
24/139,8.7,8.7,19.2
25/139,13.2,13.2,18.3
26/139,13.7,13.7,20.7
27/139,14.4,14.4,21.3
28/139,18.0,18.0,23.8
01/140,17.1,17.1,26.8
02/140,18.6,18.6,27.9
03/140,20.7,20.7,29.2
04/140,20.9,20.9,30.8
05/140,22.0,22.0,32.0
06/140,23.9,23.9,34.2
07/140,24.9,24.9,33.6
08/140,24.8,24.8,36.0
09/140,26.5,26.5,36.9
10/140,25.4,25.4,35.6
11/140,22.5,22.5,34.3
12/140,22.4,22.4,33.1
13/140,21.6,21.6,30.9
14/140,20.7,20.7,28.2
15/140,19.4,19.4,26.3
16/140,17.2,17.2,27.3
17/140,15.7,15.7,25.7
18/140,14.3,14.3,25.9
19/140,10.6,10.6,24.2
20/140,11.0,11.0,22.5
21/140,8.4,8.4,22.0
22/140,6.9,6.9,20.5
23/140,7.8,7.8,19.0
24/140,6.7,6.7,19.1
25/140,9.1,9.1,17.4
26/140,11.6,11.6,19.3
27/140,12.8,12.8,20.5
28/140,16.1,16.1,21.5
01/141,15.7,15.7,24.5
02/141,17.3,17.3,24.8
03/141,17.9,17.9,26.1
04/141,20.2,20.2,26.1
05/141,25.1,25.1,26.1
06/141,27.2,27.2,26.5
07/141,29.5,29.5,27.8
08/141,25.3,25.3,27.5
09/141,28.0,28.0,26.6
10/141,22.6,22.6,25.7
11/141,20.4,20.4,25.8
12/141,17.6,17.6,25.7
13/141,15.1,15.1,25.6
14/141,16.3,16.3,25.5
15/141,13.7,13.7,24.3
16/141,14.7,14.7,24.6
17/141,11.0,11.0,24.5
18/141,11.1,11.1,23.8
19/141,6.5,6.5,22.7
20/141,5.8,5.8,22.3
21/141,2.1,2.1,20.0
22/141,1.4,1.4,19.7
23/141,2.5,2.5,19.8
24/141,5.6,5.6,23.3
25/141,7.0,7.0,23.4
26/141,9.8,9.8,22.1
27/141,15.4,15.4,22.3
28/141,16.5,16.5,24.6
01/142,22.0,22.0,24.7
02/142,23.1,23.1,26.4
03/142,24.2,24.2,26.1
04/142,23.9,23.9,28.9
05/142,25.0,25.0,29.6
06/142,26.9,26.9,30.1
07/142,29.1,29.1,31.7
08/142,26.0,26.0,31.0
09/142,27.2,27.2,29.3
10/142,24.8,24.8,29.5
11/142,21.6,21.6,25.8
12/142,20.9,20.9,25.8
13/142,17.6,17.6,24.6
14/142,18.7,18.7,23.3
15/142,17.4,17.4,22.6
16/142,15.9,15.9,21.8
17/142,14.1,14.1,21.0
18/142,12.2,12.2,17.4
19/142,10.5,10.5,18.9
20/142,7.2,7.2,17.3
21/142,5.5,5.5,16.1
22/142,3.2,3.2,14.6
23/142,4.4,4.4,16.3
24/142,7.1,7.1,17.1
25/142,8.9,8.9,17.2
26/142,10.1,10.1,18.9
27/142,12.1,12.1,20.0
28/142,14.4,14.4,23.2
01/143,14.8,14.8,24.7
02/143,17.5,17.5,25.9
03/143,19.8,19.8,26.8
04/143,22.2,22.2,27.1
05/143,20.9,20.9,29.0
06/143,23.9,23.9,30.6
07/143,28.6,28.6,30.0
08/143,30.2,30.2,32.2
09/143,26.7,26.7,33.5
10/143,24.7,24.7,31.3
11/143,23.4,23.4,31.3
12/143,20.7,20.7,31.7
13/143,21.3,21.3,30.3
14/143,22.3,22.3,28.9
15/143,20.9,20.9,27.7
16/143,18.4,18.4,28.4
17/143,18.9,18.9,27.6
18/143,14.3,14.3,25.2
19/143,13.8,13.8,24.0
20/143,10.5,10.5,23.4
21/143,9.2,9.2,24.5
22/143,7.2,7.2,20.9
23/143,8.2,8.2,20.5
24/143,11.2,11.2,21.4
25/143,13.7,13.7,20.7
26/143,12.6,12.6,22.2
27/143,13.9,13.9,23.1
28/143,14.3,14.3,24.1
01/144,17.6,17.6,25.9
02/144,20.1,20.1,25.0
03/144,21.4,21.4,27.2
04/144,23.0,23.0,27.2
05/144,24.7,24.7,28.1
06/144,27.6,27.6,27.8
07/144,29.2,29.2,28.2
08/144,31.1,31.1,28.1
09/144,30.8,30.8,28.6
10/144,29.4,29.4,29.6
11/144,27.1,27.1,28.0
12/144,24.4,24.4,28.1
13/144,22.0,22.0,27.7
14/144,20.5,20.5,26.3
15/144,19.0,19.0,26.6
16/144,20.3,20.3,25.2
17/144,18.4,18.4,22.2
18/144,15.3,15.3,23.0
19/144,15.7,15.7,23.2
20/144,13.2,13.2,21.2
21/144,9.7,9.7,22.8
22/144,11.8,11.8,20.6
23/144,9.6,9.6,20.6
24/144,11.1,11.1,19.5
25/144,10.9,10.9,21.8
26/144,10.5,10.5,23.1
27/144,15.5,15.5,26.1
28/144,17.5,17.5,27.0
01/145,19.5,19.5,29.3
02/145,18.9,18.9,31.8
03/145,22.8,22.8,33.5
04/145,26.2,26.2,33.6
05/145,26.5,26.5,35.6
06/145,30.8,30.8,34.8
07/145,32.3,32.3,35.0
08/145,30.6,30.6,36.3
09/145,30.6,30.6,34.9
10/145,29.3,29.3,32.6
11/145,28.0,28.0,32.2
12/145,25.0,25.0,31.2
13/145,22.1,22.1,28.1
14/145,21.3,21.3,27.2
15/145,21.8,21.8,23.2
16/145,18.8,18.8,22.0
17/145,16.9,16.9,21.4
18/145,14.2,14.2,22.1
19/145,10.0,10.0,19.7
20/145,12.1,12.1,19.1
21/145,10.5,10.5,18.6
22/145,8.7,8.7,19.1
23/145,8.1,8.1,17.4
24/145,10.8,10.8,17.9
25/145,14.3,14.3,17.4
26/145,14.9,14.9,20.0
27/145,15.3,15.3,20.1
28/145,16.3,16.3,22.4
01/146,20.9,20.9,24.4
02/146,19.9,19.9,23.2
03/146,22.8,22.8,23.5
04/146,24.1,24.1,24.9
05/146,24.6,24.6,28.0
06/146,31.0,31.0,30.8
07/146,31.3,31.3,31.8
08/146,31.4,31.4,32.7
09/146,27.8,27.8,31.2
10/146,29.6,29.6,30.7
11/146,25.5,25.5,30.5
12/146,21.0,21.0,29.4
13/146,17.2,17.2,28.2
14/146,18.7,18.7,27.1
15/146,18.5,18.5,27.1
16/146,17.6,17.6,26.1
17/146,15.2,15.2,24.4
18/146,14.4,14.4,21.8
19/146,12.5,12.5,24.7
20/146,11.2,11.2,23.8
21/146,7.4,7.4,23.2
22/146,7.4,7.4,22.6
23/146,8.4,8.4,22.0
24/146,8.4,8.4,22.6
25/146,8.2,8.2,22.6
26/146,10.8,10.8,23.4
27/146,12.4,12.4,22.8
28/146,14.2,14.2,24.2
01/147,17.5,17.5,25.5
02/147,20.9,20.9,25.5
03/147,22.1,22.1,25.3
04/147,23.2,23.2,25.3
05/147,22.4,22.4,23.2
06/147,26.0,26.0,25.4
07/147,26.7,26.7,26.7
08/147,25.6,25.6,26.4
09/147,23.9,23.9,26.7
10/147,21.6,21.6,26.6
11/147,19.4,19.4,24.6
12/147,20.2,20.2,23.4
13/147,17.7,17.7,22.2
14/147,16.6,16.6,21.2
15/147,15.3,15.3,20.6
16/147,13.3,13.3,21.2
17/147,12.4,12.4,20.9
18/147,11.8,11.8,19.1
19/147,9.3,9.3,19.7
20/147,10.6,10.6,17.4
21/147,7.3,7.3,17.9
22/147,6.9,6.9,17.4
23/147,8.9,8.9,18.1
24/147,10.9,10.9,20.8
25/147,11.5,11.5,23.1
26/147,15.4,15.4,24.6
27/147,17.5,17.5,24.5
28/147,18.7,18.7,26.0
01/148,18.5,18.5,26.5
02/148,19.4,19.4,29.6
03/148,20.6,20.6,29.8
04/148,22.0,22.0,29.7
05/148,24.4,24.4,32.8
06/148,25.1,25.1,32.3
07/148,29.0,29.0,32.1
08/148,29.7,29.7,30.6
09/148,27.4,27.4,31.4
10/148,25.1,25.1,31.4
11/148,23.6,23.6,29.3
12/148,24.2,24.2,28.1
13/148,20.5,20.5,26.0
14/148,18.1,18.1,26.3
15/148,14.3,14.3,24.1
16/148,14.1,14.1,24.9
17/148,12.8,12.8,25.1
18/148,10.3,10.3,21.7
19/148,8.8,8.8,21.2
20/148,7.5,7.5,18.4
21/148,7.3,7.3,18.1
22/148,6.2,6.2,16.7
23/148,9.2,9.2,17.0
24/148,10.6,10.6,18.1
25/148,11.6,11.6,19.5
26/148,16.6,16.6,18.8
27/148,17.5,17.5,19.6
28/148,18.6,18.6,20.1
01/149,20.8,20.8,22.2
02/149,21.9,21.9,23.1
03/149,22.0,22.0,25.3
04/149,21.7,21.7,26.4
05/149,24.2,24.2,28.0
06/149,29.2,29.2,29.6
07/149,30.8,30.8,31.6
08/149,35.0,35.0,33.2
09/149,31.9,31.9,33.8
10/149,28.6,28.6,33.2
11/149,28.7,28.7,30.8
12/149,25.9,25.9,29.6
13/149,21.1,21.1,29.6
14/149,19.0,19.0,30.6
15/149,16.2,16.2,28.6
16/149,16.1,16.1,28.5
17/149,17.1,17.1,28.3
18/149,17.5,17.5,25.3
19/149,13.9,13.9,25.7
20/149,10.5,10.5,23.8
21/149,10.5,10.5,23.8
22/149,8.5,8.5,22.5
23/149,7.9,7.9,22.4
24/149,8.8,8.8,23.8
25/149,11.7,11.7,25.5
26/149,15.5,15.5,27.2
27/149,18.1,18.1,25.9
28/149,16.5,16.5,25.7
01/150,20.5,20.5,27.1
02/150,19.5,19.5,28.2
03/150,20.6,20.6,30.2
04/150,20.5,20.5,31.2
05/150,23.0,23.0,32.0
06/150,23.0,23.0,32.6
07/150,26.6,26.6,33.5
08/150,26.8,26.8,32.4
09/150,24.4,24.4,30.5
10/150,22.6,22.6,27.7
11/150,24.7,24.7,25.0
12/150,23.1,23.1,25.0
13/150,22.5,22.5,24.9
14/150,19.1,19.1,24.3
15/150,18.9,18.9,23.8
16/150,17.5,17.5,23.8
17/150,15.9,15.9,19.1
18/150,14.3,14.3,18.9
19/150,12.0,12.0,15.9
20/150,8.4,8.4,16.7
21/150,7.7,7.7,16.0
22/150,8.1,8.1,17.4
23/150,7.7,7.7,16.9
24/150,9.9,9.9,18.7
25/150,13.6,13.6,18.4
26/150,17.7,17.7,19.9
27/150,17.4,17.4,21.8
28/150,16.0,16.0,22.2
01/151,15.3,15.3,24.0
02/151,19.2,19.2,27.1
03/151,21.9,21.9,28.8
04/151,23.6,23.6,29.9
05/151,24.8,24.8,30.7
06/151,26.5,26.5,31.6
07/151,21.2,21.2,31.9
08/151,23.8,23.8,30.8
09/151,21.4,21.4,31.6
10/151,24.0,24.0,30.5
11/151,21.5,21.5,30.1
12/151,17.6,17.6,29.1
13/151,18.4,18.4,28.9
14/151,15.3,15.3,27.3
15/151,15.2,15.2,27.0
16/151,14.5,14.5,25.6
17/151,13.2,13.2,24.3
18/151,10.7,10.7,22.9
19/151,8.8,8.8,22.2
20/151,6.4,6.4,20.1
21/151,5.2,5.2,20.0
22/151,6.1,6.1,17.3
23/151,5.7,5.7,16.4
24/151,5.8,5.8,14.5
25/151,9.1,9.1,14.3
26/151,9.3,9.3,16.1
27/151,11.2,11.2,15.9
28/151,13.6,13.6,18.6
01/152,16.0,16.0,19.9
02/152,17.3,17.3,22.3
03/152,20.3,20.3,22.8
04/152,24.3,24.3,23.0
05/152,25.3,25.3,24.7
06/152,27.3,27.3,25.4
07/152,29.9,29.9,25.7
08/152,28.9,28.9,27.3
09/152,29.4,29.4,26.7
10/152,28.4,28.4,25.5
11/152,27.1,27.1,25.2
12/152,22.9,22.9,25.6
13/152,22.6,22.6,24.6
14/152,19.2,19.2,23.0
15/152,16.9,16.9,24.1
16/152,13.7,13.7,23.0
17/152,13.9,13.9,21.6
18/152,10.8,10.8,21.6
19/152,8.4,8.4,22.0
20/152,3.8,3.8,21.1
21/152,5.3,5.3,22.0
22/152,8.4,8.4,23.3
23/152,7.3,7.3,21.4
24/152,6.2,6.2,21.9
25/152,8.6,8.6,23.2
26/152,10.3,10.3,24.7
27/152,12.4,12.4,26.6
28/152,13.7,13.7,27.4
01/153,13.3,13.3,27.4
02/153,15.3,15.3,29.3
03/153,18.4,18.4,29.9
04/153,22.0,22.0,29.3
05/153,24.0,24.0,28.8
06/153,26.7,26.7,29.7
07/153,27.4,27.4,30.6
08/153,27.5,27.5,30.9
09/153,25.9,25.9,29.2
10/153,27.4,27.4,29.2
11/153,26.2,26.2,28.3
12/153,22.5,22.5,26.6
13/153,23.1,23.1,25.0
14/153,22.1,22.1,23.3
15/153,22.3,22.3,20.4
16/153,21.0,21.0,19.8
17/153,20.0,20.0,20.5
18/153,16.6,16.6,19.8
19/153,14.2,14.2,17.1
20/153,12.8,12.8,19.1
21/153,9.2,9.2,17.9
22/153,8.3,8.3,18.1
23/153,7.7,7.7,18.2
24/153,9.5,9.5,18.7
25/153,14.1,14.1,18.7
26/153,15.5,15.5,21.9
27/153,16.9,16.9,22.7
28/153,21.4,21.4,24.2
01/154,20.2,20.2,25.6
02/154,17.4,17.4,27.6
03/154,20.4,20.4,29.6
04/154,26.0,26.0,31.9
05/154,28.2,28.2,33.5
06/154,32.5,32.5,33.2
07/154,29.2,29.2,35.1
08/154,28.9,28.9,35.8
09/154,28.0,28.0,34.3
10/154,26.7,26.7,32.8
11/154,22.7,22.7,33.9
12/154,21.8,21.8,31.2
13/154,20.1,20.1,30.3
14/154,18.6,18.6,29.8
15/154,18.6,18.6,28.1
16/154,21.4,21.4,26.8
17/154,19.1,19.1,25.0
18/154,16.3,16.3,24.2
19/154,14.6,14.6,24.0
20/154,8.3,8.3,21.8
21/154,7.6,7.6,20.9
22/154,6.0,6.0,20.0
23/154,5.8,5.8,21.6
24/154,10.4,10.4,20.4
25/154,12.7,12.7,20.3
26/154,16.6,16.6,22.2
27/154,18.1,18.1,23.3
28/154,17.9,17.9,24.8
01/155,19.8,19.8,25.7
02/155,21.8,21.8,26.0
03/155,24.7,24.7,25.7
04/155,24.8,24.8,27.7
05/155,23.3,23.3,27.4
06/155,25.6,25.6,29.4
07/155,27.6,27.6,29.1
08/155,31.6,31.6,29.6
09/155,32.3,32.3,28.4
10/155,32.3,32.3,29.0
11/155,31.1,31.1,28.7
12/155,26.7,26.7,28.2
13/155,23.6,23.6,26.1
14/155,22.3,22.3,26.4
15/155,16.4,16.4,24.9
16/155,12.2,12.2,22.7
17/155,14.6,14.6,24.3
18/155,11.8,11.8,24.9
19/155,8.7,8.7,25.0
20/155,9.2,9.2,23.9
21/155,7.6,7.6,23.5
22/155,4.3,4.3,22.4
23/155,7.2,7.2,21.3
24/155,7.9,7.9,22.6
25/155,6.8,6.8,23.3
26/155,12.7,12.7,23.8
27/155,15.0,15.0,24.8
28/155,15.2,15.2,26.5
01/156,15.7,15.7,30.7
02/156,19.1,19.1,30.2
03/156,18.5,18.5,30.5
04/156,23.1,23.1,31.8
05/156,23.6,23.6,33.2
06/156,27.6,27.6,31.4
07/156,27.0,27.0,30.6
08/156,28.4,28.4,31.3
09/156,26.8,26.8,32.3
10/156,27.5,27.5,29.9
11/156,25.4,25.4,29.3
12/156,20.8,20.8,26.4
13/156,17.6,17.6,24.6
14/156,14.8,14.8,22.1
15/156,17.6,17.6,20.5
16/156,15.2,15.2,19.9
17/156,11.4,11.4,19.2
18/156,11.0,11.0,18.6
19/156,12.5,12.5,17.9
20/156,13.4,13.4,18.3
21/156,7.2,7.2,16.9
22/156,7.1,7.1,16.8
23/156,9.4,9.4,15.5
24/156,7.5,7.5,15.6
25/156,7.5,7.5,18.0
26/156,10.1,10.1,19.0
27/156,10.6,10.6,18.8
28/156,15.6,15.6,21.1
01/157,16.0,16.0,22.9
02/157,16.4,16.4,25.4
03/157,18.3,18.3,27.7
04/157,21.0,21.0,26.0
05/157,22.7,22.7,26.1
06/157,26.0,26.0,28.8
07/157,26.2,26.2,30.9
08/157,28.4,28.4,31.5
09/157,26.7,26.7,31.5
10/157,26.5,26.5,31.3
11/157,21.5,21.5,32.0
12/157,18.7,18.7,28.3
13/157,17.0,17.0,28.2
14/157,15.2,15.2,27.7
15/157,16.6,16.6,28.0
16/157,17.0,17.0,27.4
17/157,17.0,17.0,27.8
18/157,14.2,14.2,25.6
19/157,10.3,10.3,23.5
20/157,8.2,8.2,23.9
21/157,8.2,8.2,23.0
22/157,6.1,6.1,21.8
23/157,5.7,5.7,22.4
24/157,8.9,8.9,20.6
25/157,10.9,10.9,23.2
26/157,15.2,15.2,23.6
27/157,19.1,19.1,23.4
28/157,18.1,18.1,22.5
01/158,18.3,18.3,24.9
02/158,20.1,20.1,23.3
03/158,24.0,24.0,24.0
04/158,26.4,26.4,24.7
05/158,24.9,24.9,26.6
06/158,27.5,27.5,25.4
07/158,25.0,25.0,25.0
08/158,26.7,26.7,26.4
09/158,29.1,29.1,27.1
10/158,26.4,26.4,27.1
11/158,21.5,21.5,24.8
12/158,18.6,18.6,24.1
13/158,18.9,18.9,22.7
14/158,18.6,18.6,22.3
15/158,18.1,18.1,24.5
16/158,16.8,16.8,23.9
17/158,17.2,17.2,21.6
18/158,17.4,17.4,19.5
19/158,14.6,14.6,19.1
