Date,CarstenRainfall,NanuRainfall
22/295,0.0,18.2
23/295,0.0,0.7
24/295,0.0,0.0
25/295,0.0,9.9
26/295,0.0,1.8
27/295,16.1,1.0
28/295,0.0,3.8
01/296,2.4,1.2
02/296,0.0,2.3
03/296,0.0,2.1
04/296,0.0,4.1
05/296,0.0,1.5
06/296,0.0,1.7
07/296,0.0,8.5
08/296,1.8,2.3
09/296,0.0,0.9
10/296,0.0,0.0
11/296,0.0,0.0
12/296,0.0,0.9
13/296,0.0,11.1
14/296,0.0,7.5
15/296,0.0,3.0
16/296,0.0,0.0
17/296,0.0,1.1
18/296,0.0,1.0
19/296,1.5,0.0
20/296,0.0,1.7
21/296,0.0,4.8
22/296,0.0,1.1
23/296,2.9,4.7
24/296,0.0,0.9
25/296,0.0,1.7
26/296,2.4,0.0
27/296,0.0,6.4
28/296,0.0,12.1
01/297,0.0,1.4
02/297,0.0,0.7
03/297,0.0,4.4
04/297,0.0,1.1
05/297,2.3,3.4
06/297,0.0,1.5
07/297,3.6,0.0
08/297,1.8,1.3
09/297,0.0,3.3
10/297,0.0,1.4
11/297,0.0,1.7
12/297,0.0,1.9
13/297,2.7,0.0
14/297,0.0,0.9
15/297,1.7,16.8
16/297,4.1,1.6
17/297,0.0,2.3
18/297,1.3,0.0
19/297,3.9,1.7
20/297,0.0,6.8
21/297,1.3,6.0
22/297,3.4,2.0
23/297,2.1,2.0
24/297,0.0,11.8
25/297,2.0,0.0
26/297,1.5,0.7
27/297,2.0,0.8
28/297,0.0,17.2
01/298,14.3,0.0
02/298,0.0,0.8
03/298,0.0,2.1
04/298,3.6,10.5
05/298,0.0,1.3
06/298,0.0,7.8
07/298,2.4,1.0
08/298,0.0,1.7
09/298,0.0,16.3
10/298,2.6,7.5
11/298,0.0,0.0
12/298,0.0,1.9
13/298,3.2,10.7
14/298,3.7,0.0
15/298,3.4,1.7
16/298,1.1,2.2
17/298,0.0,0.0
18/298,2.3,0.0
19/298,0.0,4.1
20/298,2.3,1.0
21/298,0.0,10.5
22/298,0.0,4.1
23/298,0.0,0.0
24/298,10.2,0.0
25/298,2.5,0.7
26/298,0.0,2.4
27/298,0.0,10.3
28/298,0.0,4.1
01/299,2.4,0.0
02/299,2.5,10.6
03/299,0.0,17.2
04/299,3.6,6.4
05/299,0.0,3.6
06/299,0.0,1.2
07/299,0.0,10.1
08/299,0.0,0.0
09/299,0.0,2.3
10/299,1.6,7.0
11/299,4.0,0.0
12/299,1.4,0.0
13/299,0.0,13.0
14/299,0.0,1.1
15/299,0.0,0.7
16/299,0.0,3.3
17/299,2.0,0.0
18/299,0.0,0.0
19/299,0.0,7.7
20/299,0.0,1.3
21/299,0.0,0.0
22/299,2.7,55.5
23/299,0.0,0.0
24/299,1.2,19.5
25/299,0.0,0.0
26/299,0.0,0.7
27/299,0.0,0.0
28/299,0.0,2.5
01/300,0.0,7.0
02/300,1.9,0.6
03/300,0.0,17.3
04/300,0.0,1.4
05/300,0.0,10.1
06/300,0.0,1.1
07/300,0.0,9.1
08/300,21.9,2.0
09/300,4.1,0.8
10/300,1.6,0.9
11/300,0.0,2.1
12/300,2.7,0.0
13/300,4.1,7.6
14/300,0.0,0.0
15/300,1.9,1.6
16/300,0.0,9.7
17/300,2.0,0.0
18/300,1.4,0.7
19/300,0.0,2.6
20/300,1.3,5.6
21/300,0.0,2.1
22/300,0.0,1.3
23/300,0.0,1.3
24/300,0.0,2.8
25/300,4.0,0.0
26/300,2.5,1.9
27/300,0.0,0.9
28/300,2.5,0.0
01/301,0.0,1.1
02/301,0.0,0.0
03/301,0.0,0.7
04/301,1.6,1.4
05/301,0.0,4.0
06/301,0.0,1.8
07/301,1.4,2.7
08/301,0.0,0.0
09/301,0.0,0.7
10/301,1.7,0.0
11/301,0.0,1.5
12/301,0.0,1.9
13/301,0.0,0.0
14/301,0.0,0.7
15/301,0.0,11.5
16/301,0.0,1.6
17/301,1.1,1.2
18/301,0.0,2.0
19/301,3.3,2.2
20/301,1.6,2.2
21/301,0.0,3.9
22/301,2.1,0.0
23/301,1.2,3.5
24/301,0.0,2.4
25/301,0.0,0.0
26/301,0.0,0.9
27/301,0.0,1.5
28/301,0.0,7.1
01/302,0.0,0.0
02/302,0.0,3.5
03/302,1.7,8.7
04/302,0.0,0.9
05/302,0.0,8.9
06/302,0.0,0.0
07/302,0.0,1.0
08/302,4.7,1.0
09/302,0.0,0.0
10/302,0.0,2.2
11/302,0.0,0.6
12/302,0.0,0.0
13/302,1.4,9.3
14/302,1.5,1.4
15/302,1.6,3.1
16/302,0.0,0.0
17/302,0.0,4.9
18/302,1.4,0.9
19/302,0.0,0.7
20/302,0.0,1.5
21/302,2.8,6.2
22/302,2.0,0.0
23/302,3.0,0.7
24/302,0.0,1.3
25/302,0.0,0.9
26/302,2.4,14.5
27/302,2.4,0.0
28/302,0.0,1.0
01/303,1.8,1.2
02/303,1.9,5.0
03/303,0.0,1.8
04/303,0.0,2.0
05/303,0.0,1.2
06/303,0.0,0.0
07/303,3.3,0.9
08/303,0.0,2.0
09/303,4.9,0.8
10/303,0.0,8.6
11/303,1.3,0.0
12/303,0.0,8.0
13/303,0.0,0.0
14/303,15.6,7.2
15/303,0.0,0.8
16/303,0.0,0.7
17/303,0.0,0.0
18/303,0.0,1.2
19/303,1.6,6.0
20/303,0.0,1.9
21/303,0.0,0.0
22/303,0.0,5.5
23/303,0.0,0.0
24/303,0.0,2.1
25/303,0.0,2.7
26/303,0.0,13.6
27/303,0.0,0.0
28/303,3.5,1.5
01/304,0.0,5.8
02/304,0.0,3.9
03/304,3.5,0.0
04/304,0.0,0.9
05/304,1.5,8.4
06/304,2.6,5.2
07/304,0.0,1.0
08/304,0.0,1.4
09/304,3.8,0.0
10/304,0.0,4.2
11/304,0.0,7.0
12/304,0.0,0.6
13/304,12.0,1.5
14/304,3.3,0.9
15/304,0.0,0.0
16/304,0.0,14.0
17/304,3.1,0.0
18/304,2.2,1.6
19/304,0.0,10.5
20/304,0.0,0.0
21/304,0.0,18.0
22/304,1.3,3.3
23/304,2.4,1.8
24/304,3.8,0.8
25/304,0.0,1.7
26/304,0.0,0.0
27/304,0.0,17.0
28/304,2.6,0.0
01/305,0.0,13.3
02/305,0.0,0.9
03/305,0.0,1.6
04/305,0.0,1.1
05/305,0.0,1.0
06/305,0.0,1.7
07/305,50.1,5.7
08/305,0.0,0.0
09/305,0.0,1.3
10/305,0.0,1.7
11/305,0.0,4.6
12/305,0.0,17.6
13/305,0.0,1.4
14/305,2.0,7.3
15/305,3.9,2.1
16/305,0.0,16.2
17/305,0.0,14.9
18/305,2.2,0.9
19/305,1.5,0.0
20/305,0.0,0.7
21/305,0.0,2.1
22/305,39.2,1.0
23/305,0.0,6.6
24/305,0.0,15.9
25/305,0.0,1.9
26/305,1.6,0.0
27/305,0.0,17.0
28/305,2.7,1.6
01/306,1.9,0.8
02/306,0.0,0.6
03/306,0.0,1.6
04/306,0.0,1.9
05/306,3.3,1.4
06/306,0.0,0.0
07/306,0.0,1.1
08/306,0.0,0.7
09/306,0.0,2.1
10/306,2.3,0.0
11/306,0.0,3.3
12/306,0.0,6.2
13/306,1.3,6.2
14/306,0.0,0.9
15/306,0.0,1.3
16/306,1.6,0.0
17/306,0.0,9.2
18/306,0.0,1.8
19/306,0.0,5.9
20/306,0.0,1.0
21/306,3.5,2.0
22/306,0.0,2.2
23/306,0.0,1.3
24/306,0.0,4.5
25/306,2.7,1.7
26/306,2.3,0.0
27/306,1.4,1.0
28/306,0.0,2.6
01/307,0.0,0.0
02/307,1.9,1.3
03/307,0.0,7.7
04/307,3.0,2.6
05/307,2.9,1.8
06/307,0.0,8.7
07/307,0.0,1.4
08/307,2.3,13.9
09/307,0.0,2.2
10/307,2.7,1.3
11/307,2.5,15.7
12/307,0.0,2.2
13/307,0.0,5.6
14/307,0.0,9.7
15/307,2.3,8.5
16/307,2.8,1.5
17/307,3.8,1.7
18/307,0.0,2.4
19/307,3.6,0.0
20/307,0.0,0.0
21/307,0.0,8.3
22/307,0.0,4.4
23/307,0.0,1.8
24/307,2.2,2.0
25/307,2.1,0.0
26/307,3.8,2.1
27/307,0.0,1.3
28/307,25.3,0.0
01/308,0.0,14.7
02/308,0.0,11.2
03/308,0.0,14.8
04/308,11.7,10.5
05/308,0.0,0.0
06/308,0.0,10.5
07/308,2.1,6.1
08/308,0.0,6.1
09/308,0.0,1.8
10/308,3.9,1.1
11/308,1.7,1.6
12/308,0.0,2.1
13/308,0.0,1.0
14/308,2.1,3.7
15/308,1.7,0.0
16/308,2.1,0.0
17/308,2.9,1.8
18/308,0.0,1.0
19/308,0.0,2.4
20/308,0.0,0.0
21/308,0.0,1.2
22/308,11.4,1.6
23/308,3.4,12.0
24/308,2.8,3.1
25/308,0.0,0.0
26/308,22.2,3.1
27/308,0.0,7.9
28/308,1.2,7.3
01/309,1.4,3.4
02/309,0.0,5.9
03/309,0.0,1.0
04/309,0.0,18.0
05/309,0.0,0.0
06/309,0.0,1.5
07/309,0.0,0.0
08/309,1.2,0.9
09/309,3.0,13.6
10/309,0.0,1.1
11/309,2.8,3.3
12/309,2.8,6.2
13/309,0.0,0.8
14/309,0.0,1.3
15/309,0.0,0.0
16/309,1.8,1.2
17/309,0.0,7.6
18/309,1.3,2.2
19/309,2.5,0.0
20/309,0.0,0.7
21/309,1.3,1.5
22/309,0.0,2.3
23/309,0.0,1.3
24/309,3.3,1.5
25/309,0.0,0.0
26/309,3.1,0.0
27/309,2.5,2.0
28/309,0.0,10.4
01/310,0.0,0.0
02/310,2.7,15.0
03/310,1.5,1.3
04/310,2.0,0.6
05/310,0.0,2.5
06/310,0.0,4.2
07/310,0.0,1.1
08/310,2.0,1.2
09/310,3.6,2.9
10/310,3.8,1.2
11/310,1.4,2.0
12/310,3.8,9.2
13/310,0.0,0.0
14/310,0.0,2.3
15/310,2.3,1.7
16/310,0.0,17.3
17/310,1.6,6.1
18/310,0.0,0.0
19/310,1.4,0.0
20/310,0.0,2.5
21/310,2.2,0.0
22/310,0.0,0.6
23/310,0.0,2.0
24/310,0.0,16.1
25/310,2.4,0.0
26/310,2.9,6.2
27/310,0.0,11.6
28/310,3.2,2.0
01/311,1.9,0.8
02/311,2.6,4.7
03/311,0.0,0.6
04/311,4.0,2.2
05/311,0.0,1.1
06/311,18.1,0.0
07/311,0.0,0.0
08/311,1.4,1.9
09/311,3.4,1.2
10/311,0.0,1.3
11/311,2.0,2.3
12/311,0.0,1.5
13/311,2.0,11.5
14/311,1.8,14.7
15/311,1.3,4.8
16/311,1.9,15.9
17/311,2.5,0.0
18/311,0.0,0.0
19/311,0.0,3.5
20/311,0.0,0.8
21/311,0.0,0.0
22/311,0.0,1.5
23/311,0.0,0.6
24/311,3.4,4.8
25/311,0.0,2.2
26/311,2.4,1.2
27/311,3.7,1.6
28/311,1.5,42.3
01/312,2.6,12.6
02/312,0.0,0.0
03/312,2.7,7.2
04/312,2.7,0.0
05/312,0.0,1.1
06/312,0.0,0.8
07/312,0.0,12.3
08/312,1.9,0.9
09/312,4.1,1.7
10/312,0.0,3.0
11/312,4.1,10.9
12/312,0.0,1.2
13/312,2.9,1.1
14/312,0.0,0.7
15/312,0.0,4.1
16/312,0.0,1.5
17/312,0.0,1.6
18/312,0.0,11.8
19/312,85.9,5.6
20/312,0.0,0.7
21/312,0.0,0.0
22/312,2.7,10.0
23/312,0.0,0.0
24/312,0.0,14.4
25/312,0.0,4.5
26/312,0.0,0.0
27/312,1.9,12.5
28/312,0.0,0.0
01/313,3.6,1.8
02/313,0.0,0.0
03/313,0.0,1.6
04/313,1.2,6.2
05/313,0.0,0.7
06/313,0.0,13.9
07/313,0.0,0.0
08/313,1.5,2.4
09/313,0.0,0.9
10/313,0.0,2.3
11/313,0.0,0.9
12/313,0.0,11.5
13/313,4.6,0.0
14/313,0.0,1.6
15/313,13.3,7.1
16/313,1.9,2.0
17/313,0.0,0.9
18/313,6.1,1.5
19/313,0.0,4.0
20/313,0.0,2.2
21/313,44.6,3.9
22/313,0.0,0.0
23/313,0.0,0.0
24/313,0.0,7.8
25/313,0.0,16.9
26/313,0.0,1.7
27/313,0.0,5.1
28/313,0.0,0.0
01/314,0.0,0.0
02/314,3.5,0.0
03/314,0.0,1.8
04/314,2.5,12.6
05/314,1.3,1.2
06/314,0.0,1.5
07/314,0.0,0.0
08/314,0.0,0.7
09/314,0.0,2.2
